id,text,anger,disgust,fear,joy,sadness,surprise
ptbr_train_track_a_02227,obrigada deus! tu és maravilhoso!!!!,0,0,0,1,0,0
ptbr_train_track_a_02228,pedi logo o christian grey porque sou dessas nata,0,0,0,1,0,0
ptbr_train_track_a_02229,o ai vai um presente maravilhoso de deus! bom dia!!!! graças senhor por mais um dia!!! deus não. te fez para sofrer ele simplesmente diz vai lá. e arrasa  amando a vida os amigos e pq não. os,0,0,0,1,0,0
ptbr_train_track_a_02230,bom dia obrigado senhor pelo fôlego de vida .,0,0,0,1,0,0
ptbr_train_track_a_02231,vai brasil de hoje ✓coração ficou a mil.. pq se não for emocionante não é o brasil,0,0,0,1,0,0
ptbr_train_track_a_02232,boa noite,0,0,0,1,0,0
ptbr_train_track_a_02233,em cristo redentor,0,0,0,1,0,0
ptbr_train_track_a_02234,porque você não sai daí e vem aqui?        em belo horizonte; brazil,0,0,0,1,0,0
ptbr_train_track_a_02235,bom dia????  boa semana pra todos,0,0,0,1,0,0
ptbr_train_track_a_02236,achei um isqueiro bem novinho no centro,0,0,0,1,0,0
ptbr_train_track_a_02237,sábado no parque,0,0,0,1,0,0
ptbr_train_track_a_02238,outubro rosa!!! o projeto desse cara é sensacional.,0,0,0,1,0,0
ptbr_train_track_a_02239,catra que brinca com o português.   hahahahahaha sobre ontem !obs: pena que resolução  dos stories ficaram ruins,0,0,0,1,0,0
ptbr_train_track_a_02240,escutei um áudio 120% de fofura do gabriel,0,0,0,1,0,0
ptbr_train_track_a_02241,bom dia pra nngm!!! fui dormir 2h e acordei 5. pelo menos foi um fds todo com a gata! a positividade conspira à nosso favor!,0,0,0,1,0,0
ptbr_train_track_a_02242,hahahahahhaha ; magina.... magina; amores!!!! ....,0,0,0,1,0,0
ptbr_train_track_a_02243,já não sou quem era nem voltarei a ser quem fui; mas serei sempre fiel aos meus princípios!,0,0,0,1,0,0
ptbr_train_track_a_02244,e nossa semana começou com nossas queridas alunas fiquei muito  em receber no essas lindezas,0,0,0,1,0,0
ptbr_train_track_a_02245,quando tudo começa a fazer sentido...,0,0,0,1,0,0
ptbr_train_track_a_02246,depois do jovens titãs em ação no cinema,0,0,0,1,0,0
